CLIENTE,PRODUCTO,PRECIO,CANTIDAD,CIUDAD,VENDEDOR,FECHA,ESTADO,VALOR_VENTA,COMISION,CATEGORIA
Ricardo Castro,Pan 500g,1.05,9,Cartagena,Carlos T.,2025-06-14,Cerrado,9.45,0.47,Lácteos
Óscar Herrera,Aceite 1L,7.31,3,Bogotá,Andrea C.,2025-02-26,Cerrado,21.93,1.1,Bebidas
Patricia Morales,Harina 1kg,4.06,1,Cartagena,Luis P.,2025-01-18,Cerrado,4.06,0.2,Bebidas
Luisa Fernández,Yogur 120g,0.65,5,Cali,Natalia M.,2025-06-27,Cerrado,3.25,0.16,Congelados
Cecilia Torres,Tomate enlatado 400g,1.41,31,Villavicencio,Carlos T.,2025-05-01,Cerrado,43.71,2.19,Abarrotes
Andrés Díaz,Leche 1L,3.12,4,Ibagué,Andrea C.,2025-01-02,Cerrado,12.48,0.62,Congelados
Óscar Herrera,Leche 1L,2.54,3,Medellín,Andrea C.,2024-12-28,Cerrado,7.62,0.38,Congelados
Isabella Ortiz,Galletas 200g,2.1,5,Bogotá,Camila R.,2024-12-07,Cerrado,10.5,0.52,Panadería
Laura Mendoza,Galletas 200g,2.11,3,Santa Marta,Santiago Q.,2024-12-19,Cerrado,6.33,0.32,Alimentos
Jorge Martínez,Arroz 1kg,3.45,4,Cúcuta,María V.,2024-10-31,Cancelado,13.8,0.69,Bebidas
Sofía López,Mantequilla 200g,3.99,1,Barranquilla,Camila R.,2025-05-29,Cerrado,3.99,0.2,Alimentos
Carlos Pérez,Yogur 120g,0.68,5,Cali,María V.,2024-10-24,Cerrado,3.4,0.17,Congelados
Carlos Pérez,Yogur 120g,0.91,4,Ibagué,Camila R.,2025-09-02,Cerrado,3.64,0.18,Abarrotes
Ricardo Castro,Arroz 1kg,4.23,5,Pereira,Andrea C.,2025-03-22,Cerrado,21.15,1.06,Bebidas
Carlos Pérez,Huevos 12u,2.62,2,Sincelejo,Daniela F.,2024-10-19,Cerrado,5.24,0.26,Lácteos
Ana García,Harina 1kg,3.56,5,Barranquilla,Carlos T.,2025-05-09,Cerrado,17.8,0.89,Lácteos
Carlos Pérez,Huevos 12u,2.51,9,Barranquilla,Carlos T.,2025-03-14,Cerrado,22.59,1.13,Lácteos
Luisa Fernández,Pasta 500g,2.11,4,Cali,Santiago Q.,2025-05-18,Cerrado,8.44,0.42,Snacks
Patricia Morales,Pan 500g,0.99,2,Pereira,Daniela F.,2025-07-05,Cancelado,1.98,0.1,Panadería
Felipe Rojas,Café 250g,6.34,2,Cali,Diego S.,2024-09-29,Cerrado,12.68,0.63,Limpieza
Andrés Díaz,Azúcar 1kg,3.41,1,Manizales,Juan L.,2025-02-08,Cerrado,3.41,0.17,Congelados
Isabella Ortiz,Pollo 1kg,8.0,10,Barranquilla,Daniela F.,2025-05-30,Cerrado,80.0,4.0,Limpieza
Laura Mendoza,Café 250g,6.35,5,Sincelejo,Camila R.,2025-07-10,Cerrado,31.75,1.59,Carnes
Andrés Díaz,Huevos 12u,2.95,2,Santa Marta,Carlos T.,2025-08-20,Cerrado,5.9,0.3,Panadería
Valentina Silva,Arroz 1kg,3.56,4,Bogotá,Luis P.,2025-07-24,Cerrado,14.24,0.71,Lácteos
Sofía López,Yogur 120g,0.81,6,Neiva,Andrea C.,2025-02-10,Cerrado,4.86,0.24,Bebidas
Valentina Silva,Arroz 1kg,3.45,4,Bogotá,Juan L.,2024-10-28,Cerrado,13.8,0.69,Panadería
Cecilia Torres,Cereal 300g,4.25,2,Neiva,Santiago Q.,2024-12-15,Pendiente,8.5,0.43,Snacks
Felipe Rojas,Salsa de tomate 400g,2.11,3,Pereira,Daniela F.,2025-04-06,Cerrado,6.33,0.32,Bebidas
Valentina Silva,Cereal 300g,3.81,15,Bogotá,Natalia M.,2025-02-08,Cerrado,57.15,2.86,Alimentos
Patricia Morales,Aceite 1L,9.13,2,Medellín,María V.,2024-11-29,Cerrado,18.26,0.91,Snacks
Juan Gómez,Arroz 1kg,3.69,1,Ibagué,Santiago Q.,2025-07-07,Cerrado,3.69,0.18,Alimentos
Felipe Rojas,Yogur 120g,0.67,3,Manizales,Carlos T.,2025-06-19,Cerrado,2.01,0.1,Bebidas
Valentina Silva,Galletas 200g,1.7,8,Pereira,Natalia M.,2025-05-07,Cerrado,13.6,0.68,Lácteos
Juan Gómez,Azúcar 1kg,2.99,5,Santa Marta,Natalia M.,2025-07-12,Cerrado,14.95,0.75,Limpieza
Felipe Rojas,Harina 1kg,2.86,9,Neiva,Diego S.,2025-05-14,Cerrado,25.74,1.29,Congelados
Juan Gómez,Azúcar 1kg,2.58,3,Sincelejo,Camila R.,2024-10-21,Cerrado,7.74,0.39,Panadería
Cecilia Torres,Harina 1kg,3.76,7,Medellín,Natalia M.,2025-04-01,Cerrado,26.32,1.32,Panadería
Ana García,Salsa de tomate 400g,1.5,4,Manizales,Carlos T.,2025-01-23,Cerrado,6.0,0.3,Lácteos
Andrés Díaz,Yogur 120g,0.78,3,Cúcuta,Camila R.,2024-12-07,Cerrado,2.34,0.12,Congelados
Valentina Silva,Huevos 12u,2.59,1,Cúcuta,Andrea C.,2025-04-28,Pendiente,2.59,0.13,Alimentos
Jorge Martínez,Café 250g,6.2,5,Barranquilla,Juan L.,2025-06-15,Cerrado,31.0,1.55,Limpieza
Ana García,Jabón 500g,2.88,5,Ibagué,Andrea C.,2025-04-10,Cerrado,14.4,0.72,Congelados
Jorge Martínez,Arroz 1kg,4.58,4,Barranquilla,Diego S.,2025-04-25,Pendiente,18.32,0.92,Alimentos
Héctor Suarez,Pan 500g,1.17,14,Ibagué,Camila R.,2025-05-20,Cerrado,16.38,0.82,Congelados
Felipe Rojas,Harina 1kg,3.22,3,Cali,Andrea C.,2025-07-27,Cerrado,9.66,0.48,Carnes
Andrés Díaz,Yogur 120g,0.86,4,Villavicencio,Andrea C.,2024-10-26,Cerrado,3.44,0.17,Panadería
Sofía López,Tomate enlatado 400g,1.48,10,Bogotá,Daniela F.,2024-11-20,Cerrado,14.8,0.74,Carnes
Gabriel Navarro,Mantequilla 200g,4.04,11,Sincelejo,Luis P.,2025-04-25,Pendiente,44.44,2.22,Congelados
Ana García,Salsa de tomate 400g,2.07,5,Cúcuta,Diego S.,2025-06-16,Cerrado,10.35,0.52,Snacks
Diego Ramírez,Pollo 1kg,8.29,2,Montería,Natalia M.,2025-09-16,Cerrado,16.58,0.83,Panadería
Ricardo Castro,Pollo 1kg,8.78,1,Villavicencio,Luis P.,2025-04-10,Cerrado,8.78,0.44,Limpieza
Cecilia Torres,Atún 170g,2.62,12,Medellín,Camila R.,2025-09-13,Cerrado,31.44,1.57,Lácteos
Diego Ramírez,Mantequilla 200g,3.81,3,Manizales,Juan L.,2024-11-18,Pendiente,11.43,0.57,Carnes
Diego Ramírez,Café 250g,6.33,3,Medellín,Juan L.,2025-06-30,Cerrado,18.99,0.95,Lácteos
María Rodríguez,Aceite 1L,7.07,1,Bogotá,Diego S.,2024-11-15,Cerrado,7.07,0.35,Alimentos
Carlos Pérez,Harina 1kg,3.92,1,Ibagué,Daniela F.,2025-09-21,Pendiente,3.92,0.2,Bebidas no alcohólicas
Cecilia Torres,Detergente 1kg,5.97,11,Pereira,Santiago Q.,2025-02-08,Cerrado,65.67,3.28,Snacks
Isabella Ortiz,Harina 1kg,3.11,50,Montería,Luis P.,2025-05-22,Pendiente,155.5,7.78,Alimentos
Luisa Fernández,Leche 1L,2.92,4,Manizales,Camila R.,2025-04-07,Cerrado,11.68,0.58,Abarrotes
Ricardo Castro,Yogur 120g,0.94,2,Bucaramanga,Diego S.,2024-12-04,Cerrado,1.88,0.09,Alimentos
Juan Gómez,Mantequilla 200g,3.19,1,Neiva,Camila R.,2024-12-03,Cerrado,3.19,0.16,Alimentos
Diego Ramírez,Azúcar 1kg,3.47,3,Medellín,Luis P.,2024-12-20,Cerrado,10.41,0.52,Bebidas no alcohólicas
Isabella Ortiz,Arroz 1kg,4.53,2,Santa Marta,Daniela F.,2024-11-08,Cerrado,9.06,0.45,Panadería
Carlos Pérez,Pan 500g,1.31,3,Neiva,Luis P.,2025-02-05,Cerrado,3.93,0.2,Snacks
Héctor Suarez,Pan 500g,1.33,9,Neiva,Juan L.,2025-05-15,Cerrado,11.97,0.6,Snacks
Jorge Martínez,Tomate enlatado 400g,1.26,4,Cúcuta,Luis P.,2025-09-04,Cerrado,5.04,0.25,Limpieza
Luisa Fernández,Salsa de tomate 400g,1.54,5,Montería,Andrea C.,2024-11-04,Cerrado,7.7,0.38,Alimentos
Andrés Díaz,Pollo 1kg,7.73,34,Cúcuta,Carlos T.,2024-11-16,Cerrado,262.82,13.14,Snacks
Gabriel Navarro,Arroz 1kg,3.7,3,Manizales,Santiago Q.,2025-07-16,Cerrado,11.1,0.56,Bebidas
María Rodríguez,Galletas 200g,2.0,2,Sincelejo,María V.,2025-03-27,Cerrado,4.0,0.2,Limpieza
Cecilia Torres,Leche 1L,2.27,3,Manizales,Andrea C.,2024-11-30,Cerrado,6.81,0.34,Bebidas
Juan Gómez,Pan 500g,1.41,12,Bogotá,Juan L.,2025-04-22,Cerrado,16.92,0.85,Bebidas no alcohólicas
Ana García,Salsa de tomate 400g,1.95,2,Neiva,Diego S.,2025-04-16,Cerrado,3.9,0.2,Bebidas
Jorge Martínez,Arroz 1kg,3.62,1,Bogotá,Camila R.,2025-03-22,Pendiente,3.62,0.18,Lácteos
Óscar Herrera,Harina 1kg,3.09,11,Villavicencio,Luis P.,2024-12-30,Pendiente,33.99,1.7,Congelados
Juan Gómez,Huevos 12u,2.89,1,Pereira,Santiago Q.,2025-01-05,Cancelado,2.89,0.14,Bebidas
Ricardo Castro,Harina 1kg,3.29,2,Bucaramanga,Juan L.,2024-10-08,Cerrado,6.58,0.33,Bebidas no alcohólicas
Felipe Rojas,Arroz 1kg,4.37,3,Cali,Carlos T.,2025-04-13,Cerrado,13.11,0.66,Lácteos
María Rodríguez,Cereal 300g,3.95,5,Manizales,Luis P.,2025-05-08,Cerrado,19.75,0.99,Bebidas no alcohólicas
Marta Aguilar,Queso 250g,4.64,5,Cali,Andrea C.,2025-05-14,Cerrado,23.2,1.16,Bebidas no alcohólicas
Carlos Pérez,Arroz 1kg,3.74,5,Santa Marta,Daniela F.,2025-01-15,Cerrado,18.7,0.94,Alimentos
Carlos Pérez,Café 250g,5.97,2,Santa Marta,Juan L.,2025-08-08,Pendiente,11.94,0.6,Bebidas no alcohólicas
Isabella Ortiz,Salsa de tomate 400g,1.48,5,Bogotá,Daniela F.,2025-03-09,Pendiente,7.4,0.37,Bebidas
Luisa Fernández,Cereal 300g,3.78,6,Neiva,Carlos T.,2025-02-17,Cerrado,22.68,1.13,Congelados
Ana García,Detergente 1kg,6.31,14,Medellín,Camila R.,2025-02-03,Cerrado,88.34,4.42,Bebidas no alcohólicas
Gabriel Navarro,Aceite 1L,8.33,45,Santa Marta,Santiago Q.,2025-05-26,Cerrado,374.85,18.74,Bebidas no alcohólicas
Jorge Martínez,Queso 250g,4.71,15,Neiva,María V.,2025-03-14,Cerrado,70.65,3.53,Snacks
Luisa Fernández,Aceite 1L,8.53,24,Cartagena,Natalia M.,2025-03-25,Cerrado,204.72,10.24,Abarrotes
Ricardo Castro,Pan 500g,1.22,5,Neiva,María V.,2025-04-29,Cerrado,6.1,0.3,Carnes
Isabella Ortiz,Café 250g,6.2,4,Santa Marta,Carlos T.,2025-06-16,Cerrado,24.8,1.24,Lácteos
Patricia Morales,Harina 1kg,3.92,10,Sincelejo,Natalia M.,2025-09-03,Pendiente,39.2,1.96,Abarrotes
Marta Aguilar,Galletas 200g,1.85,11,Barranquilla,Santiago Q.,2024-12-04,Pendiente,20.35,1.02,Lácteos
Carlos Pérez,Pasta 500g,1.56,40,Barranquilla,Diego S.,2025-03-11,Cerrado,62.4,3.12,Carnes
Gabriel Navarro,Yogur 120g,0.81,3,Pereira,Camila R.,2025-02-04,Cerrado,2.43,0.12,Congelados
Marta Aguilar,Jabón 500g,2.56,3,Santa Marta,Andrea C.,2024-12-14,Pendiente,7.68,0.38,Limpieza
Andrés Díaz,Queso 250g,4.54,1,Manizales,Daniela F.,2025-05-22,Cerrado,4.54,0.23,Carnes
Juan Gómez,Arroz 1kg,4.28,3,Santa Marta,Santiago Q.,2025-09-03,Cerrado,12.84,0.64,Panadería
Jorge Martínez,Cereal 300g,3.68,5,Bogotá,Andrea C.,2025-05-31,Pendiente,18.4,0.92,Abarrotes
Héctor Suarez,Atún 170g,2.1,13,Sincelejo,Luis P.,2024-11-27,Cerrado,27.3,1.37,Bebidas
María Rodríguez,Jabón 500g,2.59,3,Barranquilla,Diego S.,2025-07-09,Cerrado,7.77,0.39,Alimentos
Cecilia Torres,Azúcar 1kg,2.57,2,Villavicencio,Carlos T.,2025-03-15,Cerrado,5.14,0.26,Panadería
Marta Aguilar,Atún 170g,2.59,6,Ibagué,Daniela F.,2025-08-24,Cerrado,15.54,0.78,Bebidas no alcohólicas
Ana García,Huevos 12u,2.89,1,Medellín,Diego S.,2025-03-04,Cerrado,2.89,0.14,Bebidas no alcohólicas
María Rodríguez,Harina 1kg,3.82,5,Montería,Luis P.,2024-11-03,Pendiente,19.1,0.96,Bebidas
Ana García,Café 250g,5.7,3,Pereira,María V.,2025-05-03,Cerrado,17.1,0.86,Bebidas
Valentina Silva,Salsa de tomate 400g,1.48,5,Cali,María V.,2025-06-24,Cerrado,7.4,0.37,Snacks
Luisa Fernández,Yogur 120g,0.76,1,Santa Marta,Camila R.,2025-09-03,Cerrado,0.76,0.04,Lácteos
Gabriel Navarro,Salsa de tomate 400g,2.1,5,Villavicencio,María V.,2025-05-22,Cerrado,10.5,0.52,Snacks
Luisa Fernández,Tomate enlatado 400g,1.6,3,Ibagué,Camila R.,2025-06-01,Cerrado,4.8,0.24,Carnes
Marta Aguilar,Mantequilla 200g,3.48,17,Sincelejo,María V.,2024-10-15,Cancelado,59.16,2.96,Limpieza
Ricardo Castro,Detergente 1kg,5.03,23,Cartagena,Santiago Q.,2024-10-03,Cancelado,115.69,5.78,Abarrotes
Laura Mendoza,Aceite 1L,7.44,11,Medellín,Daniela F.,2024-10-27,Cerrado,81.84,4.09,Bebidas
Andrés Díaz,Aceite 1L,8.54,2,Cartagena,Daniela F.,2025-07-06,Cerrado,17.08,0.85,Lácteos
Isabella Ortiz,Mantequilla 200g,3.03,5,Montería,Andrea C.,2025-02-11,Pendiente,15.15,0.76,Abarrotes
Ricardo Castro,Pan 500g,1.15,5,Pereira,Santiago Q.,2025-07-01,Cerrado,5.75,0.29,Carnes
Felipe Rojas,Huevos 12u,2.82,2,Cartagena,Andrea C.,2025-02-15,Pendiente,5.64,0.28,Limpieza
Patricia Morales,Queso 250g,4.15,12,Neiva,Carlos T.,2025-03-27,Cerrado,49.8,2.49,Panadería
Ana García,Pollo 1kg,8.65,3,Barranquilla,Juan L.,2025-05-03,Cerrado,25.95,1.3,Snacks
Carlos Pérez,Detergente 1kg,5.25,2,Pereira,Juan L.,2025-02-22,Cerrado,10.5,0.52,Carnes
Gabriel Navarro,Pasta 500g,2.15,2,Villavicencio,Luis P.,2025-08-11,Cerrado,4.3,0.22,Bebidas no alcohólicas
Carlos Pérez,Leche 1L,2.73,2,Bucaramanga,María V.,2025-06-16,Cerrado,5.46,0.27,Snacks
Ana García,Harina 1kg,2.84,5,Cúcuta,Natalia M.,2025-09-14,Cerrado,14.2,0.71,Alimentos
Ana García,Café 250g,5.51,3,Ibagué,Camila R.,2024-10-13,Cerrado,16.53,0.83,Snacks
Diego Ramírez,Tomate enlatado 400g,1.73,5,Barranquilla,Andrea C.,2025-01-17,Pendiente,8.65,0.43,Carnes
Óscar Herrera,Tomate enlatado 400g,1.66,1,Montería,Andrea C.,2025-04-02,Cerrado,1.66,0.08,Bebidas
Carlos Pérez,Leche 1L,3.11,14,Neiva,Diego S.,2025-04-19,Cerrado,43.54,2.18,Limpieza
María Rodríguez,Jabón 500g,2.07,5,Pereira,María V.,2025-05-07,Cerrado,10.35,0.52,Carnes
Felipe Rojas,Azúcar 1kg,3.7,1,Bogotá,Camila R.,2025-04-30,Cerrado,3.7,0.19,Bebidas
Ricardo Castro,Pollo 1kg,8.23,4,Barranquilla,Daniela F.,2024-11-23,Pendiente,32.92,1.65,Bebidas
Cecilia Torres,Atún 170g,2.1,4,Bogotá,Diego S.,2024-11-01,Cerrado,8.4,0.42,Snacks
Laura Mendoza,Huevos 12u,2.81,3,Manizales,Luis P.,2025-03-21,Cerrado,8.43,0.42,Limpieza
Diego Ramírez,Detergente 1kg,6.77,5,Sincelejo,Andrea C.,2025-04-26,Cerrado,33.85,1.69,Carnes
Jorge Martínez,Arroz 1kg,4.55,4,Barranquilla,Natalia M.,2025-02-17,Cerrado,18.2,0.91,Carnes
Luisa Fernández,Café 250g,5.48,1,Ibagué,Diego S.,2024-10-23,Cerrado,5.48,0.27,Bebidas no alcohólicas
Óscar Herrera,Huevos 12u,2.81,5,Bogotá,María V.,2025-03-06,Cerrado,14.05,0.7,Lácteos
Sofía López,Yogur 120g,0.81,10,Montería,Diego S.,2025-06-27,Cerrado,8.1,0.4,Abarrotes
Gabriel Navarro,Atún 170g,2.35,2,Manizales,Diego S.,2025-06-04,Pendiente,4.7,0.24,Lácteos
Patricia Morales,Cereal 300g,4.73,5,Bucaramanga,María V.,2025-01-11,Pendiente,23.65,1.18,Carnes
Diego Ramírez,Queso 250g,3.85,2,Medellín,Andrea C.,2025-03-03,Pendiente,7.7,0.38,Snacks
Andrés Díaz,Mantequilla 200g,4.17,5,Medellín,Diego S.,2024-12-25,Cerrado,20.85,1.04,Panadería
Luisa Fernández,Pan 500g,1.28,7,Sincelejo,Camila R.,2024-12-17,Cerrado,8.96,0.45,Carnes
Ana García,Mantequilla 200g,3.94,1,Manizales,Daniela F.,2025-09-15,Cerrado,3.94,0.2,Alimentos
María Rodríguez,Leche 1L,3.17,11,Bogotá,María V.,2024-12-26,Cerrado,34.87,1.74,Bebidas
Valentina Silva,Galletas 200g,2.01,4,Bucaramanga,Camila R.,2025-03-27,Cerrado,8.04,0.4,Congelados
Diego Ramírez,Tomate enlatado 400g,1.36,2,Montería,Andrea C.,2024-12-30,Cerrado,2.72,0.14,Carnes
Ana García,Harina 1kg,3.84,1,Cartagena,Daniela F.,2025-06-26,Cerrado,3.84,0.19,Alimentos
Diego Ramírez,Harina 1kg,3.05,2,Ibagué,Camila R.,2025-04-13,Cerrado,6.1,0.3,Alimentos
Gabriel Navarro,Detergente 1kg,5.4,15,Ibagué,Natalia M.,2024-11-22,Cerrado,81.0,4.05,Abarrotes
Ricardo Castro,Aceite 1L,8.02,4,Neiva,Daniela F.,2025-09-02,Cerrado,32.08,1.6,Limpieza
Luisa Fernández,Yogur 120g,0.71,1,Bogotá,Juan L.,2025-06-23,Cerrado,0.71,0.04,Carnes
Patricia Morales,Café 250g,4.94,3,Manizales,Santiago Q.,2024-11-27,Pendiente,14.82,0.74,Limpieza
Luisa Fernández,Atún 170g,1.87,1,Cali,Luis P.,2025-05-10,Cerrado,1.87,0.09,Panadería
Jorge Martínez,Harina 1kg,3.79,3,Bogotá,María V.,2025-01-29,Cerrado,11.37,0.57,Snacks
Carlos Pérez,Yogur 120g,0.94,3,Pereira,Luis P.,2024-11-26,Cerrado,2.82,0.14,Congelados
Diego Ramírez,Jabón 500g,2.85,26,Barranquilla,Daniela F.,2025-01-31,Cerrado,74.1,3.7,Snacks
Juan Gómez,Leche 1L,3.11,6,Cartagena,Natalia M.,2025-01-19,Cerrado,18.66,0.93,Alimentos
Ricardo Castro,Arroz 1kg,3.36,2,Barranquilla,Carlos T.,2024-10-21,Cerrado,6.72,0.34,Bebidas
Luisa Fernández,Tomate enlatado 400g,1.5,2,Medellín,María V.,2025-08-08,Cerrado,3.0,0.15,Bebidas
Gabriel Navarro,Yogur 120g,0.67,1,Santa Marta,Andrea C.,2024-10-12,Cerrado,0.67,0.03,Limpieza
Marta Aguilar,Mantequilla 200g,2.91,1,Medellín,Luis P.,2024-12-22,Cerrado,2.91,0.15,Snacks
Valentina Silva,Leche 1L,2.52,2,Montería,Juan L.,2024-10-20,Cerrado,5.04,0.25,Alimentos
Marta Aguilar,Salsa de tomate 400g,1.85,2,Ibagué,Diego S.,2025-04-18,Cerrado,3.7,0.19,Abarrotes
Ricardo Castro,Leche 1L,2.79,5,Pereira,Carlos T.,2025-06-13,Pendiente,13.95,0.7,Bebidas no alcohólicas
Ana García,Detergente 1kg,5.04,2,Bogotá,Juan L.,2024-11-03,Cerrado,10.08,0.5,Snacks
Diego Ramírez,Pan 500g,1.34,2,Santa Marta,Natalia M.,2025-07-05,Pendiente,2.68,0.13,Limpieza
Andrés Díaz,Salsa de tomate 400g,1.95,5,Pereira,Camila R.,2025-01-13,Pendiente,9.75,0.49,Congelados
María Rodríguez,Huevos 12u,2.54,1,Pereira,Daniela F.,2025-05-02,Cerrado,2.54,0.13,Limpieza
Ricardo Castro,Leche 1L,3.33,2,Sincelejo,María V.,2025-07-30,Cerrado,6.66,0.33,Alimentos
Sofía López,Tomate enlatado 400g,1.5,3,Montería,Andrea C.,2024-11-25,Pendiente,4.5,0.22,Carnes
Héctor Suarez,Yogur 120g,0.87,12,Ibagué,Carlos T.,2024-11-30,Cerrado,10.44,0.52,Abarrotes
Jorge Martínez,Yogur 120g,0.74,3,Manizales,Diego S.,2025-01-31,Pendiente,2.22,0.11,Alimentos
Luisa Fernández,Jabón 500g,2.14,40,Ibagué,María V.,2025-06-17,Cerrado,85.6,4.28,Abarrotes
Felipe Rojas,Azúcar 1kg,3.24,2,Bogotá,Juan L.,2025-08-10,Pendiente,6.48,0.32,Lácteos
Sofía López,Harina 1kg,3.04,5,Montería,Juan L.,2025-09-05,Pendiente,15.2,0.76,Lácteos
Valentina Silva,Leche 1L,3.03,9,Ibagué,Natalia M.,2025-05-18,Cerrado,27.27,1.36,Bebidas
Gabriel Navarro,Queso 250g,4.66,3,Medellín,Luis P.,2024-11-14,Cerrado,13.98,0.7,Abarrotes
Marta Aguilar,Leche 1L,3.05,2,Bogotá,Natalia M.,2025-09-02,Cerrado,6.1,0.3,Snacks
Carlos Pérez,Azúcar 1kg,2.85,2,Cali,Luis P.,2025-01-28,Cerrado,5.7,0.29,Congelados
Carlos Pérez,Aceite 1L,9.31,4,Bucaramanga,Camila R.,2025-06-04,Cerrado,37.24,1.86,Bebidas no alcohólicas
Cecilia Torres,Huevos 12u,2.28,3,Manizales,Daniela F.,2025-01-12,Cerrado,6.84,0.34,Limpieza
Diego Ramírez,Queso 250g,4.46,4,Ibagué,Diego S.,2025-07-09,Cerrado,17.84,0.89,Lácteos
Juan Gómez,Mantequilla 200g,3.65,10,Santa Marta,Carlos T.,2025-06-30,Cerrado,36.5,1.83,Limpieza
Ana García,Harina 1kg,3.07,2,Montería,Juan L.,2025-06-02,Cerrado,6.14,0.31,Limpieza
Luisa Fernández,Leche 1L,3.14,11,Manizales,Juan L.,2025-09-13,Cerrado,34.54,1.73,Congelados
Marta Aguilar,Atún 170g,2.3,15,Neiva,Camila R.,2024-12-12,Cerrado,34.5,1.72,Alimentos
Ana García,Azúcar 1kg,3.11,2,Villavicencio,Daniela F.,2025-01-31,Cerrado,6.22,0.31,Limpieza
Isabella Ortiz,Yogur 120g,0.68,15,Cali,Santiago Q.,2025-08-11,Cerrado,10.2,0.51,Abarrotes
Marta Aguilar,Yogur 120g,0.68,6,Neiva,Natalia M.,2024-10-18,Cerrado,4.08,0.2,Congelados
María Rodríguez,Aceite 1L,6.79,2,Bogotá,Santiago Q.,2025-09-15,Cerrado,13.58,0.68,Lácteos
María Rodríguez,Pan 500g,1.36,3,Neiva,Juan L.,2024-10-11,Cerrado,4.08,0.2,Carnes
Ricardo Castro,Huevos 12u,2.16,1,Pereira,Carlos T.,2024-12-04,Cerrado,2.16,0.11,Limpieza
Marta Aguilar,Tomate enlatado 400g,1.59,4,Sincelejo,Santiago Q.,2025-02-24,Cerrado,6.36,0.32,Bebidas
Patricia Morales,Cereal 300g,3.43,5,Medellín,Diego S.,2025-01-26,Cerrado,17.15,0.86,Congelados
Diego Ramírez,Arroz 1kg,3.97,14,Ibagué,Camila R.,2024-12-13,Cerrado,55.58,2.78,Alimentos
Diego Ramírez,Harina 1kg,3.87,12,Pereira,Natalia M.,2025-02-03,Cerrado,46.44,2.32,Panadería
María Rodríguez,Harina 1kg,2.81,21,Cartagena,Santiago Q.,2024-09-28,Cerrado,59.01,2.95,Lácteos
Óscar Herrera,Mantequilla 200g,3.7,24,Medellín,Juan L.,2025-03-19,Pendiente,88.8,4.44,Lácteos
Luisa Fernández,Pasta 500g,1.92,11,Ibagué,Juan L.,2024-10-13,Cerrado,21.12,1.06,Panadería
Jorge Martínez,Leche 1L,2.33,4,Cartagena,Juan L.,2025-09-12,Cerrado,9.32,0.47,Abarrotes
Óscar Herrera,Tomate enlatado 400g,1.52,13,Montería,Camila R.,2025-02-08,Cerrado,19.76,0.99,Carnes
Laura Mendoza,Arroz 1kg,3.97,2,Medellín,Daniela F.,2025-07-16,Cerrado,7.94,0.4,Lácteos
Ana García,Harina 1kg,3.09,4,Montería,Carlos T.,2024-11-08,Cerrado,12.36,0.62,Lácteos
Juan Gómez,Harina 1kg,3.82,11,Barranquilla,Luis P.,2024-11-14,Cerrado,42.02,2.1,Alimentos
Diego Ramírez,Café 250g,6.07,9,Montería,María V.,2025-01-30,Cerrado,54.63,2.73,Lácteos
Gabriel Navarro,Queso 250g,4.13,4,Bucaramanga,Camila R.,2025-06-24,Cancelado,16.52,0.83,Congelados
Gabriel Navarro,Pasta 500g,1.63,5,Cúcuta,Camila R.,2024-10-19,Pendiente,8.15,0.41,Abarrotes
Isabella Ortiz,Tomate enlatado 400g,1.29,1,Santa Marta,Santiago Q.,2025-06-29,Cerrado,1.29,0.06,Carnes
Patricia Morales,Atún 170g,2.57,2,Manizales,Diego S.,2024-10-31,Cerrado,5.14,0.26,Bebidas
Andrés Díaz,Tomate enlatado 400g,1.66,5,Cartagena,Santiago Q.,2025-08-19,Cerrado,8.3,0.42,Carnes
Felipe Rojas,Salsa de tomate 400g,1.98,5,Villavicencio,Juan L.,2025-07-06,Cerrado,9.9,0.5,Abarrotes
Óscar Herrera,Aceite 1L,7.68,5,Cali,Juan L.,2024-11-04,Cerrado,38.4,1.92,Snacks
Ana García,Mantequilla 200g,4.01,2,Neiva,Andrea C.,2025-01-21,Cerrado,8.02,0.4,Congelados
Cecilia Torres,Cereal 300g,4.73,6,Medellín,Diego S.,2025-05-25,Cerrado,28.38,1.42,Snacks
Héctor Suarez,Arroz 1kg,3.68,13,Neiva,Santiago Q.,2025-07-14,Cerrado,47.84,2.39,Abarrotes
Patricia Morales,Pan 500g,1.0,2,Medellín,Andrea C.,2025-05-21,Cerrado,2.0,0.1,Alimentos
Juan Gómez,Café 250g,5.41,1,Manizales,Luis P.,2025-09-09,Cerrado,5.41,0.27,Bebidas
Carlos Pérez,Queso 250g,5.04,1,Manizales,Daniela F.,2025-08-19,Cerrado,5.04,0.25,Carnes
Óscar Herrera,Aceite 1L,9.06,3,Bogotá,Carlos T.,2024-12-10,Cerrado,27.18,1.36,Limpieza
Luisa Fernández,Mantequilla 200g,3.34,4,Medellín,Daniela F.,2025-02-15,Cerrado,13.36,0.67,Bebidas no alcohólicas
Carlos Pérez,Galletas 200g,1.69,2,Barranquilla,Carlos T.,2025-08-12,Cerrado,3.38,0.17,Carnes
Patricia Morales,Jabón 500g,2.96,15,Cúcuta,María V.,2024-10-30,Cerrado,44.4,2.22,Alimentos
Carlos Pérez,Azúcar 1kg,2.96,4,Barranquilla,Santiago Q.,2025-05-12,Cerrado,11.84,0.59,Bebidas
